crop_type,region,season,soil_type,irrigation_method,temperature_C,humidity_percent,rainfall_mm,leaf_wetness_hrs,soil_pH,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,days_since_last_rain,plant_age_days,pesticide_applied,fertilizer_kg_ha,disease_label
Soybean,South,Kharif,sandy,,30.925288489900172,74.43952605734133,68.52807244505372,22.842154278037818,7.46947452060238,129.9337487632413,10.215611350556529,83.52404911705702,46.0,24.0,1.0,76.23175680439374,Bacterial
Rice,,kharif,,drip,20.14560040392316,78.80328849420661,125.0030984636384,8.043640154929255,7.947551679003654,93.31116156133064,109.47976023962995,87.79288649505932,54.0,100.0,1.0,51.53298953912674,Fungal
WHEAT,West,,Sandy,,22.416930680535224,59.01636439876037,14.819248269276406,15.377065324424628,5.357470231855902,96.26190131935884,91.63267005414333,47.59251116654797,55.0,12.0,1.0,,Healthy
Rice,Central,Rabi,sandy,Flood,,49.50082354444295,22.41607836542187,15.994080073027543,6.861732410149753,132.91995700244084,36.69892602100598,88.22160576526997,59.0,112.0,1.0,56.83848377008172,Healthy
rice,West,Kharif,CLAY,,25.281988828346385,57.405592964388596,12.189439985249024,0.5138096446830476,6.190845142279988,97.082890314779,47.56889737966726,84.99865483692761,9.0,27.0,0.0,58.716107049629535,Bacterial
Wheat,West,,CLAY,Drip,27.021298886675922,67.14698464807046,15.846676446899078,10.517499955110605,7.3475848537818536,148.86587910172412,56.56756514519055,80.30229049598893,26.0,82.0,0.0,92.57994625969962,Fungal
Soybean,Central,kharif,,drip,23.963993537754277,75.0388522555548,16.008713506217823,20.527868156922366,5.933685441107259,113.57193432087765,73.29405568441754,80.76475006819336,5.0,78.0,1.0,46.97239028775319,Fungal
cotton,South,RABI,Sandy,drip,27.15650787260633,72.42900156962669,81.5396679996756,22.71084629932424,8.326630541780439,114.81527654041304,69.4459376293928,73.31564019190253,58.0,,1.0,35.817104000913744,Fungal
WHEAT,Central,kharif,Loamy,,33.48482705388024,56.29096693231269,2.5985393445974045,21.58130096941291,6.304886470404631,127.53797292292158,38.02332438475867,55.195054143969514,6.0,88.0,1.0,77.60577967159202,Bacterial
cotton,north,,loamy,Flood,37.1477514214567,38.62008000584028,9.060900436694599,23.349550393860927,7.35026186511366,115.958894376297,106.84920574015575,49.32538146098232,43.0,88.0,1.0,58.28274296203898,Pest Damage
Soybean,,,,,,69.36636321788922,37.721635356211344,15.673004698873381,5.1797377642255125,128.39944282963813,52.068207634545296,84.0675624107242,17.0,25.0,1.0,75.47303168591532,Pest Damage
WHEAT,,RABI,sandy,,27.615209558548507,86.50095272220643,57.959958736282466,5.587185241860245,6.753419330492533,92.47490616781576,96.09862065707759,69.58983157583788,12.0,111.0,0.0,18.854824099946356,Fungal
maize,SOUTH,Rabi,,Drip,36.06103812767314,46.959270304721606,47.810706038828066,13.809172107173332,5.104084869469849,38.36545303726059,47.918514947578025,69.20662360989229,12.0,33.0,0.0,29.468751358722862,Pest Damage
maize,East,Rabi,sandy,,33.70950418188319,72.37620134500801,1.9078089320799188,10.107454958807912,6.7536301784754675,77.61296200530225,81.13541413285895,94.97872005240332,13.0,46.0,0.0,46.559862145409156,Bacterial
maize,north,Zaid,Silty,,26.45855792622202,75.62788277852368,24.190391323608726,6.20766181157228,5.956994841137283,,67.51391418849653,63.528588477823334,57.0,87.0,1.0,69.69156041956151,Bacterial
WHEAT,,kharif,Loamy,drip,29.831832555303933,38.66019528353492,8.156858805857253,18.5468674740124,7.705273460182766,134.71334334642273,42.88799182825149,80.83351854993619,15.0,104.0,1.0,24.109590661226413,Pest Damage
Maize,North,Rabi,,Rainfed,99.0,58.80241507859087,177.39079831856716,15.100769517996124,8.382098057868525,184.76016878396155,71.75309873757524,56.93125974359216,17.0,40.0,1.0,68.91291248916993,Healthy
Cotton,West,Kharif,Loamy,,24.465342962296432,,272.20661906891286,18.962501002109065,5.48506758891399,102.20712720133528,63.664840898184316,61.768251848324645,47.0,115.0,1.0,30.507281023203408,Healthy
WHEAT,South,RABI,Silty,Rainfed,35.09634636629696,67.26322707796103,,6.467776027601422,6.245080065607962,100.37759830544036,78.4421211196115,80.01911915270423,43.0,53.0,1.0,77.52568445593295,Pest Damage
Rice,north,,,Flood,29.00790452032173,78.96034522830482,44.071588666348624,21.693229094839786,5.930126956677407,130.1153360371842,44.48576429224198,91.15053041875794,29.0,30.0,1.0,54.07790261109792,Fungal
Soybean,north,,CLAY,Flood,37.2861916215878,60.408830930714814,67.07975990825871,5.729129758060123,6.575085646224503,126.64881700586405,58.32233935558947,69.23862968008495,12.0,31.0,1.0,64.35705683911047,Pest Damage
maize,South,,,Flood,40.76371225126884,78.33519195220688,15.708660848687613,14.446137930711014,4.92756437321811,127.67074286074138,76.17725836958907,71.70121451818764,37.0,54.0,0.0,58.04128493405251,Pest Damage
Rice,East,kharif,,FLOOD,26.595096201969582,55.62479646299093,47.31931061747759,1.3654719215936355,4.806687483875914,112.32880894684092,23.444589855844484,93.25306364017582,48.0,94.0,0.0,60.05468164116431,Healthy
Maize,,,,Flood,32.926362686626646,54.09402290734089,8.313872550381173,12.983142441942046,7.211266804171181,60.579403173674166,36.915154794108716,76.02180250076387,22.0,42.0,0.0,,Pest Damage
cotton,North,RABI,,,23.480424225882654,65.06088894080769,5.4767605437278535,2.3693618356448,5.2475129507081215,125.91990781044541,60.8058820931741,64.37260456701901,53.0,106.0,1.0,79.1665870620426,Fungal
Wheat,,Rabi,,drip,24.98712830951724,84.36952246675264,103.77198032887846,7.973157479515465,,118.5731230243847,63.60054720490295,46.91255230368156,18.0,109.0,0.0,38.32356756496295,Fungal
Maize,,RABI,,Drip,39.669151874423015,83.46528230171153,41.148794018511374,20.656542208742,5.612787701165519,72.33100053567094,58.08876046964597,59.19150755311492,7.0,104.0,0.0,63.48311614854058,Bacterial
rice,South,,,Flood,30.598898145683844,,67.919234515894,21.444655563373267,5.51960253455524,137.44307956962007,75.96656668053714,96.44017419677495,16.0,70.0,1.0,54.6045977577354,Pest Damage
WHEAT,north,RABI,,FLOOD,23.412661998176482,68.50694458396141,30.432480813157888,18.41516473232266,5.509422851678599,141.8921109611167,57.99483436022054,60.03040959835947,35.0,89.0,0.0,42.28934825538799,Healthy
Cotton,SOUTH,RABI,loamy,FLOOD,28.372527054233842,77.21683318926482,6.7237473190951205,8.82489100570472,5.641765121270979,136.74009767639293,80.45220540970485,42.3100794425612,7.0,103.0,0.0,61.15830987963143,Fungal
Soybean,West,,Loamy,,34.35374472096123,72.5769629603296,18.90621752546417,13.88934755974228,6.011718289967574,107.79298418787378,66.46992930020161,81.46495883482181,56.0,25.0,1.0,24.59159100331123,Bacterial
Wheat,East,RABI,Loamy,Sprinkler,33.750024813892146,51.43606726586937,85.36670775176333,5.375495193589404,7.2201699714520675,126.6278490406086,37.64250120561061,95.01727216527351,33.0,20.0,1.0,,Bacterial
Wheat,,Zaid,sandy,,29.690631937166664,66.48211067296154,0.6291856928664025,16.280380683462397,6.996846053586408,93.06304729741981,,28.982406113427558,29.0,66.0,0.0,34.841310600376886,Bacterial
cotton,North,kharif,sandy,Flood,20.16292710722388,53.89232781083636,9.286243299837661,8.337672441628147,4.811903133025094,78.43550308782,58.43168927514138,47.76645079327964,5.0,45.0,1.0,,Healthy
Cotton,Central,Kharif,Sandy,Flood,24.56044516296538,51.542120156420616,11.68295331579807,5.303966446113487,7.68757749952348,117.03127895587467,46.57824342530229,99.61416537198654,39.0,46.0,1.0,62.765250922474394,Healthy
Rice,SOUTH,Kharif,Silty,Drip,30.427338372194136,83.57380128503016,12.206466185970823,14.039288589596865,6.3497894397576875,74.93590049912507,29.654708024201476,74.69948562143907,42.0,99.0,1.0,45.82317160841296,Fungal
Wheat,North,kharif,Silty,drip,35.060815676366865,66.56928161571977,4.151656333278001,2.683252592821346,7.556021854065402,115.99592455840424,36.40290170847172,64.1632945872996,45.0,46.0,1.0,35.42405691137701,Pest Damage
Maize,SOUTH,,Loamy,,24.92785652470052,68.72812285032688,75.41284621776022,16.480775534804454,5.7353499762758196,,43.04252745671266,94.06987681440943,2.0,21.0,1.0,72.96255072092153,Healthy
maize,,,sandy,Flood,25.84342975807468,68.32905676895977,6.950995513849247,4.4881301982884505,8.761680043317927,95.47929108963643,81.17525038977296,101.85809149948187,23.0,55.0,0.0,85.02257170602701,Healthy
cotton,East,,Loamy,,35.758629972547,65.59920748328645,70.80173185334509,13.282928663596557,6.0791189175207645,178.22622958380066,53.503013405276505,68.62567979781859,27.0,53.0,1.0,40.251432461564775,Pest Damage
cotton,Central,Rabi,loamy,,29.266425434644265,69.52164433424993,17.544029843982052,9.420203662852149,5.822760592616735,102.04072626947618,84.44233915063484,69.25881640614999,23.0,77.0,0.0,35.50714371169277,Healthy
maize,Central,RABI,Silty,drip,36.208154567809466,67.43556874305763,24.449277393508222,13.5898730584782,6.6186234883098125,126.36655405068612,39.555550375678834,86.78394340512745,11.0,96.0,0.0,48.451711586472655,Pest Damage
cotton,SOUTH,Kharif,sandy,Flood,27.349158242688954,71.34152903450351,24.859178277774618,5.903084874570674,7.702394240123571,114.27192549421407,45.88010694755142,73.46873885753082,34.0,106.0,1.0,57.06770425969963,Bacterial
Cotton,north,Rabi,Loamy,,38.49342754115002,61.694880781279636,49.951669681388395,7.449343651049128,6.8252597299076605,,48.7531623415513,15.372312200597037,35.0,46.0,1.0,36.89600325773494,Pest Damage
rice,North,Rabi,loamy,FLOOD,19.687676732226834,70.15432776070797,52.5663658361282,3.367706263361203,5.769676301260408,109.96392050614328,54.173769710996794,86.84941168501031,18.0,32.0,0.0,57.888731372263784,Healthy
Wheat,North,Rabi,Sandy,Sprinkler,28.026256215052133,56.77058185181725,40.94257060702831,18.647175491535894,4.911446771274448,81.98825257135516,64.80662339797728,52.09096767858328,47.0,105.0,0.0,72.14419493851727,Healthy
rice,SOUTH,kharif,CLAY,drip,36.68447625895028,79.31519192495995,59.447855799724856,1.6826885935264109,5.889757584672943,132.44737527257,72.53480145157008,45.39291784710695,50.0,116.0,1.0,47.278836885293536,Bacterial
Cotton,Central,Zaid,sandy,FLOOD,34.76263333284648,69.74203503586716,0.3335136973357949,9.03442830111006,5.880229555368224,74.91496371343618,85.11371839984683,49.901809045930534,36.0,28.0,0.0,16.329425758896264,Pest Damage
Rice,,kharif,loamy,FLOOD,26.885056580722974,55.966025974171856,28.112584898086265,10.778322950973202,7.568294275433835,94.55609184092881,16.01345920506597,105.41205335615089,38.0,59.0,1.0,56.73478150190479,Bacterial
Rice,South,,,Sprinkler,29.382710278433603,,,4.684949083536021,5.687682803836368,104.68923589673827,100.48106933339987,108.71389160175444,17.0,93.0,1.0,30.664172699529086,Healthy
Soybean,West,Kharif,,Rainfed,32.060493046338216,66.88788553790756,10.94274369344203,9.235718772800087,8.446720638829877,105.82452928184446,38.78218652032328,76.6819165074407,2.0,16.0,0.0,55.42227279428606,Bacterial
cotton,South,,CLAY,,33.34529187728512,57.43168555934872,32.510657770950104,10.03411730619895,6.309386951962148,109.60691947501869,62.00467582472286,67.07988737501495,8.0,41.0,0.0,55.17512219157792,Bacterial
cotton,Central,Zaid,Loamy,Flood,30.50150872269578,91.57628170076937,25.181166046337957,5.383929383655736,6.612738049829891,107.21947347842136,79.21395544388591,73.4495171728081,45.0,80.0,1.0,33.81033585116755,Bacterial
Soybean,north,,sandy,drip,30.079321663171065,85.12835020108054,25.5548689508537,15.34213780979108,6.713190056776528,123.76925123709285,72.84497363431007,138.92344600371786,50.0,49.0,0.0,40.798808792390446,Bacterial
Wheat,SOUTH,RABI,Loamy,Flood,32.737662560626816,56.595623274756164,5.042966385265179,0.740496127253782,6.696532080015914,99.60506955149212,82.40951841738908,,37.0,15.0,1.0,37.35263396842298,Pest Damage
Rice,East,,Sandy,FLOOD,31.906424159024215,75.24112470530126,22.855773015463644,4.7415519321410375,4.168929857582948,133.0494167003439,80.35668442403235,93.5795640552763,21.0,41.0,0.0,74.18294091187482,Bacterial
Soybean,South,kharif,Clay,Flood,23.862371410220327,57.34155773670701,58.17106320555726,14.97779931507792,6.2157900841436,94.7476417764556,68.34072039804963,,20.0,18.0,0.0,37.56693108263941,Healthy
Maize,,RABI,sandy,Drip,23.779067613688035,86.5649927336141,21.104631127697445,15.060658582802208,6.355092724982427,81.91865773836042,75.0035990334119,84.3501668799834,14.0,53.0,0.0,54.544245618127306,Fungal
Rice,SOUTH,,Loamy,Flood,22.42631572797108,59.313358417947875,26.738059678724618,6.366302374028962,7.723896925840549,86.05944810122776,35.2414358738994,80.2034449094908,53.0,58.0,1.0,11.924405494590353,Healthy
Rice,Central,Kharif,CLAY,Flood,31.96298736862213,71.81995298131764,137.0857375767643,16.39318173609492,7.755432073210097,107.65685276849152,45.79864709591115,89.15698027107575,47.0,35.0,0.0,47.947550084327744,Fungal
Maize,,Kharif,Silty,drip,28.324042362938503,81.44117126336108,82.16164617000494,11.27493156256436,6.331797769211506,149.1308792071156,40.52338788100998,128.89474485773692,10.0,100.0,1.0,69.74944640828413,Fungal
cotton,East,,Silty,Flood,29.06286459875329,56.72239179619625,105.63444633842663,12.653919898873134,6.676094166060944,119.17445015443435,12.592278936524522,90.19322013418328,26.0,91.0,0.0,81.5974289002151,Healthy
maize,SOUTH,,Clay,Sprinkler,30.873981824440058,62.190708693784735,3.234372171263673,7.982648718596209,6.718924480009796,106.17312168327186,41.21840504885047,123.57272745607801,33.0,61.0,0.0,64.8180222803132,Fungal
Rice,SOUTH,,sandy,drip,29.12287274072013,60.38450331959721,38.554236911218744,23.62253571571477,6.785803500187246,118.7912883237517,39.30681404852763,107.13798633294559,29.0,97.0,0.0,48.40827657728295,Healthy
Maize,East,RABI,loamy,,35.629778157238995,62.89076585378184,10.113806091972158,17.697293447587846,7.565937819328288,83.70201879866386,41.376319399435964,79.3103048677363,54.0,44.0,1.0,43.82944536197953,Pest Damage
WHEAT,South,Zaid,,Rainfed,33.10268288577147,68.99258575322236,20.71694036708054,5.9623175884172115,6.2915314966368046,68.80902810275396,73.35231344827905,124.96932667854519,35.0,97.0,1.0,50.5751752883558,Pest Damage
Wheat,East,RABI,,Flood,28.832857039695163,52.76152571092648,45.546155039241086,5.677518710165087,6.324414380809826,90.37022427606117,44.668540495386004,92.50734578543594,52.0,29.0,1.0,35.645961418913444,Healthy
Cotton,East,Kharif,Loamy,Rainfed,37.16145832476286,60.99553123649584,34.59681300981043,18.580163843769416,6.591255640383217,88.53640190024169,76.89655697975698,104.76214660104785,5.0,52.0,1.0,50.80308808410805,Pest Damage
cotton,Central,Zaid,loamy,Flood,27.800653074071633,79.47924779111891,28.187121420391982,9.312262092706133,6.978884162814723,191.97762838671292,28.652843752507692,96.87268345284265,11.0,62.0,1.0,49.8789788037277,Fungal
WHEAT,Central,Kharif,Silty,,21.795015486638285,75.4118073845336,67.376898602246,2.196286925697274,5.748374410452991,177.65160904299017,46.93164455069763,,13.0,117.0,1.0,,Healthy
maize,North,Rabi,CLAY,Drip,28.11626886884351,63.65112747256014,45.90352610625918,0.8543979116297518,6.422481300217249,177.34146605923183,52.1911370004654,87.7613814386135,35.0,63.0,1.0,68.27480768413592,Healthy
Maize,,Kharif,sandy,Flood,24.369518491057345,86.33347116499154,68.82485983924867,9.93494439950258,5.968822633274024,,83.7232314071274,43.636540434568424,56.0,89.0,1.0,26.52765594588925,Fungal
Cotton,SOUTH,,loamy,,34.367204764580066,73.00743807621966,107.49006784434184,9.952993079147499,6.771908745415209,172.6429306896723,61.227805524618034,76.93826267464635,21.0,28.0,1.0,63.60258997185809,Bacterial
cotton,East,RABI,loamy,,,56.4342090195359,49.787736875720356,16.96456085094288,5.906314070089161,98.62321186383826,65.83159644888705,73.77468836129763,14.0,82.0,0.0,74.47196678107305,Bacterial
maize,Central,RABI,,Flood,24.861973513862164,57.080639022617476,20.127224491405155,13.79451972515096,7.33236080204411,169.34705299411036,38.05468210565813,49.57106838757691,31.0,90.0,1.0,45.18214131798107,Healthy
Cotton,West,Rabi,,Drip,26.833873441714733,54.14448283849101,9.569817214979963,18.48288322721703,5.386533940873892,133.15940205022105,77.02943728394513,92.48478948058366,42.0,83.0,0.0,57.180508746710565,Healthy
WHEAT,West,Kharif,,drip,31.805749706942407,96.28329828389121,12.638615834033224,7.626053746751958,6.123258410789312,90.22516419251558,58.822784569976285,92.47706119707475,29.0,76.0,1.0,62.265856201395785,Fungal
Wheat,East,RABI,loamy,Drip,26.803248214323293,59.79993317680676,20.208991845556827,14.982035339767645,5.320987255031669,169.6500600741611,24.93137077526,68.46255425732754,51.0,57.0,1.0,79.16500605389868,Healthy
rice,SOUTH,Kharif,Loamy,Flood,28.036737722958716,60.5870088981682,53.896964339497416,21.256866902479093,6.313554725724602,168.4433648013973,74.01150518447696,32.810131510951024,22.0,113.0,1.0,30.320154054330388,Healthy
rice,East,,,Drip,23.054660039884237,69.6820171746038,1.6393250085580044,1.662889290203605,7.183837550176551,88.17654574787437,65.83382960991669,92.46761338922718,15.0,91.0,1.0,46.58137979026973,Healthy
Wheat,,,Sandy,drip,31.622147311593817,61.90917342307158,67.34092233375891,17.002831989902344,6.210842138397149,129.7694052205696,,25.27307417241888,38.0,20.0,0.0,58.096437480782846,Pest Damage
rice,SOUTH,,Clay,FLOOD,31.272139565165254,67.33759960932846,56.77501107361863,17.181192269652918,5.641739808636694,61.8910534112018,53.099509268632225,117.1479650240987,11.0,115.0,1.0,52.41441450974767,Pest Damage
maize,,Kharif,Clay,FLOOD,25.71523640489134,81.68014461660765,27.6792466713039,19.056726964653322,4.545784921554786,108.14810264762447,38.591799411858396,95.92778625139692,19.0,36.0,1.0,74.09426520514118,Fungal
Cotton,East,,Clay,Flood,35.23957050730791,60.72575153925382,20.410819566221083,6.457135674792648,4.364132256303609,108.36185784370426,83.17224613678634,86.33601754416328,45.0,77.0,1.0,24.288090311437397,Pest Damage
Soybean,South,kharif,loamy,drip,28.43628165221728,66.34317315603599,4.782752515140675,9.99650129616776,5.819974916833328,107.73018091634346,74.54069117227385,61.05544460415258,32.0,54.0,1.0,57.66797069652547,Fungal
maize,SOUTH,Rabi,,Drip,25.8888688020057,87.80250211921889,13.682803265688015,5.7530002882985976,6.8791130071834035,168.35339289812282,38.831953910496956,117.25527899111988,13.0,70.0,1.0,55.84274210542731,Fungal
Maize,,RABI,Loamy,drip,29.0608363286403,60.19337990144487,4.644640337755499,7.40596536294473,4.8502497802845,79.92352002084965,61.012245098981175,59.254691988998374,30.0,44.0,1.0,40.65253739054973,Healthy
cotton,SOUTH,Zaid,,FLOOD,35.140506341840215,84.16227315452502,68.34481655919424,23.24420381961295,6.2422861030390955,,,99.09482914930348,36.0,11.0,0.0,79.10374723367589,Bacterial
Cotton,,Kharif,CLAY,drip,,53.54436673302039,28.47998000720461,10.695696183240825,5.236521952034964,142.64459270100548,34.491190490153826,102.90328209976806,51.0,19.0,1.0,50.18456696016954,Pest Damage
rice,North,kharif,Loamy,Drip,30.86525511629131,96.93888554772721,11.336277219158974,20.365258736172287,6.285549209646083,80.54273078468111,91.1087447396547,97.34621868209041,49.0,118.0,1.0,48.982513109112965,Bacterial
Wheat,Central,,,,26.95552780954806,84.74022200708656,0.7301984416427716,19.07711649560375,6.807758477999401,93.4958009055271,52.925388206256486,,29.0,29.0,1.0,7.158421150553451,Fungal
maize,South,Rabi,CLAY,Sprinkler,20.365357022077987,80.34839630083955,29.686856253296618,10.668624724254629,4.959370397832766,153.45671562335315,43.179286746223326,27.802396410955083,56.0,104.0,0.0,79.16590764648022,Bacterial
Maize,,kharif,Loamy,Drip,29.328820203513793,65.2197885105627,55.7871115506784,23.812299139977462,5.657616565846476,160.34900463457026,36.19539544860318,123.60644010039343,25.0,68.0,1.0,41.692403013490726,Healthy
Maize,SOUTH,Rabi,Loamy,Drip,34.358968488235355,77.4549810958344,58.181863528288474,20.178732454748474,6.008219768506546,107.00176725370213,55.170253302565385,130.1574046073451,36.0,117.0,1.0,52.42139942097563,Pest Damage
Soybean,,Rabi,Silty,drip,31.359063335660142,84.67544228006989,9.653635126010707,11.584681437446214,7.59328765204461,145.72516775343846,17.59798920135755,93.07443444160268,17.0,110.0,1.0,,Fungal
Rice,Central,kharif,Clay,Drip,28.84915948677596,95.31677614219007,212.4318903373647,7.432936346733423,6.888705970157257,166.70301866217034,56.9544339847593,50.18228813643722,34.0,,0.0,61.30477035338253,Fungal
Cotton,,kharif,Clay,,33.16015121221561,62.680228169648785,33.64546736295126,1.8070692319306625,6.896291874031595,107.78457719304419,84.21694850934713,54.42268833940179,47.0,100.0,1.0,45.60678727004739,Bacterial
Rice,South,,sandy,Rainfed,33.57596228870003,74.96467948458289,16.139105579767467,11.1551977213004,6.88122326050324,143.74946167107674,78.54571137226695,73.46112004512712,9.0,78.0,1.0,44.52770449338821,Bacterial
WHEAT,SOUTH,RABI,Clay,Drip,29.40764031918097,66.6367112919629,19.956392466549257,8.64023768229195,,107.31583728355871,69.6369413801135,139.37235976549982,49.0,27.0,1.0,77.43012068345357,Healthy
cotton,North,Kharif,Loamy,Rainfed,28.199581723417403,74.50815667219943,5.315519951030239,17.07304519779673,4.860116716964387,79.40323294167845,108.1008185931024,68.48730648310001,17.0,93.0,0.0,59.61817134440649,Bacterial
Cotton,,Zaid,Sandy,Drip,21.85261381033644,56.621050988400896,27.19785569292412,,3.7825323569425207,120.1084880683875,65.12482463196814,75.78271608125185,0.0,78.0,1.0,59.37685852434807,Healthy
rice,West,RABI,sandy,Rainfed,33.585278728031454,77.06755502949905,55.98255050964024,19.954744022980595,5.044878665792597,112.66661508199803,41.77417107315788,70.74819838184317,44.0,47.0,1.0,32.248691188856625,Bacterial
Maize,SOUTH,RABI,loamy,FLOOD,34.73657494509544,52.13049555254802,21.06533627292353,9.999075306994072,5.856503230447347,92.2014295797593,76.69391799695876,59.07099910027014,2.0,114.0,1.0,59.3649357532104,Pest Damage
Cotton,,kharif,,Flood,41.23747009540041,68.99877374112165,80.65195702970009,11.273581968799363,6.883974199027977,109.82158711854544,62.694488075382495,103.48390573562992,44.0,28.0,0.0,34.97086768885481,Pest Damage
Soybean,,,CLAY,Sprinkler,35.88537713816593,79.11027646981553,25.908018495099125,4.386964269805904,6.517740459591352,113.19592930286343,60.798751677799366,106.27594426589707,33.0,18.0,1.0,66.03839754192612,Bacterial
Maize,north,Rabi,sandy,drip,30.460895123526896,88.88175929486505,92.3480802889425,22.499570442592947,5.455911543570179,128.36045695869728,65.91459790927306,76.72502344350505,41.0,,0.0,58.444869791839864,Fungal
WHEAT,,Rabi,,drip,28.07030036669353,67.92992622485608,48.58837812242422,9.561292766072576,6.658273215065397,151.18508331446867,52.07707055576363,116.47471794559092,5.0,63.0,0.0,39.83653760800538,Healthy
Soybean,,,,drip,32.74803088589888,78.03607841077458,2.263224710928782,20.22539514407175,4.182546140073823,151.22170058321004,97.38258244086751,51.46112740035205,25.0,46.0,1.0,53.927862533876876,Bacterial
Cotton,North,Zaid,Sandy,,26.51434408274521,52.753270392535676,2.774751887254397,5.698882975878127,6.8336508044891575,117.40414688981245,27.438675457473074,115.36850379199382,21.0,73.0,1.0,58.705585694359826,Healthy
Maize,West,,CLAY,Rainfed,24.930240329873246,76.17440922422873,64.39880230990784,2.3197679157802726,5.8682919237070985,103.59048146863793,76.32182865216453,71.4566855233701,19.0,64.0,0.0,-5.0,Fungal
Rice,West,,sandy,Rainfed,25.510608473840616,62.70622144478218,17.653457127158383,15.258263277102818,8.53793097236913,160.19614057157523,62.661582504953856,70.78549027004934,28.0,76.0,0.0,46.011978777291,Healthy
WHEAT,West,Kharif,Sandy,Rainfed,23.459867537456052,60.780343394758454,8.391578306990661,23.625995757586306,5.486941160542049,117.00929181876114,69.10757726792926,28.10501139164778,39.0,101.0,1.0,,Healthy
WHEAT,SOUTH,,Clay,Sprinkler,33.101584936572834,75.059262815668,80.19429024316341,15.526597669352887,4.838269269050943,102.08675969481243,52.39510062204848,80.33570022730268,26.0,12.0,1.0,84.3658810905782,Bacterial
Wheat,north,RABI,Loamy,,23.983770964685768,48.51954289745309,163.70983258188835,14.609114960118099,7.6965066154888975,125.1048467316458,90.2790963853341,135.51356639615508,22.0,22.0,0.0,68.52233904991097,Healthy
Soybean,SOUTH,Zaid,Loamy,Rainfed,32.74437208350374,67.47008905314986,66.16658315285592,10.613537232591977,5.063706821031297,65.22612043841292,77.68955325384857,85.87525910279629,1.0,85.0,0.0,41.63507223199484,Bacterial
cotton,South,Rabi,,Flood,26.892043689525433,82.49241783989893,,6.811231077042844,6.4089681690570455,105.90948298227384,,63.29082988799185,10.0,119.0,1.0,69.8841429827937,Fungal
WHEAT,,,,Flood,29.35212977240327,,0.03836077955127476,10.339998182186928,6.369245275522318,103.87772535878747,82.39161360214365,91.53458747793783,16.0,14.0,0.0,73.57216908460245,Healthy
cotton,SOUTH,RABI,CLAY,drip,25.546324473584484,72.3535956748558,4.480813557843273,3.574966685123515,,96.31212552321938,66.00375831882813,63.28026863162127,43.0,89.0,1.0,69.9660606859402,Fungal
maize,,kharif,sandy,Flood,26.976072441716855,69.64733063963266,44.461067895152055,6.285762368558226,5.715058812281375,131.40164472566917,48.32817630357489,78.59871539676561,36.0,116.0,1.0,28.156232066199237,Healthy
Wheat,East,,Clay,Drip,20.17322035166319,52.32698384730413,21.075795435472354,11.697250086699581,6.204377130487118,152.32624591789687,26.148269258532146,69.85611831781374,52.0,60.0,0.0,12.111910850590718,Healthy
Rice,East,RABI,Sandy,FLOOD,37.012232840975656,71.60341633245355,0.7866986894695664,3.4750934324609437,7.071622641206834,170.776663262005,75.37552773891254,67.78752275115016,37.0,28.0,1.0,13.015296043896306,Bacterial
Maize,Central,,Silty,Flood,21.806882768697402,59.09390284057302,54.01696503325478,18.996763666407034,4.87040910279287,105.12854869940259,45.51887940858539,60.321806745049585,18.0,82.0,1.0,19.938068019669576,Healthy
Maize,East,RABI,Silty,drip,30.424683076956917,,21.704010382151612,0.27747168245008247,7.040546844833178,111.51649671285972,70.5330672145354,98.42794386471418,31.0,71.0,1.0,37.98573004456739,Pest Damage
maize,North,Kharif,,,22.92017162823053,56.34478302653135,43.01439281991982,7.7182421924954,,99.60848857278808,89.23592712394131,66.79870622895244,17.0,36.0,1.0,51.039092094692265,Healthy
rice,Central,Zaid,Sandy,Sprinkler,23.867185140826184,,25.269723552239753,,6.9540047234535125,136.14371560852413,43.77533027779003,79.90540005199692,35.0,83.0,1.0,14.180182916856296,Healthy
Maize,,Kharif,,Flood,34.03414127050852,84.27084901339366,1.0742042539369823,22.294747291385356,6.694308412667555,63.97446885685799,86.89393462284784,48.55812750276034,10.0,34.0,1.0,56.87196107582452,Bacterial
rice,,kharif,Silty,FLOOD,27.67558302882575,78.09803808738309,40.41576808900656,13.762853024937861,5.70936295679615,108.32427595855549,37.02323395461271,76.36866686186849,23.0,63.0,1.0,49.03924538238655,Fungal
Maize,,Kharif,Sandy,,28.021343286944905,68.17340755632938,,7.077695424357345,5.734035035546832,128.74453504500318,89.66093456693793,62.49982037952256,13.0,54.0,1.0,57.117829719300296,Healthy
Rice,Central,Kharif,Clay,,30.055870254132905,80.55492900398862,6.78301133683886,8.452576496306868,6.563632721009269,101.30651530453338,96.41417179848739,81.90140258114214,48.0,21.0,1.0,73.74587317033448,Fungal
Maize,West,kharif,,,25.17392408984699,56.32445137687017,88.68645656583537,8.13981480462846,6.358352662471283,107.13054266199181,77.99524405363022,115.15053323425253,10.0,18.0,0.0,57.77148105731738,Healthy
Rice,,,Clay,Drip,37.56720596258252,32.64020783017726,8.01429375710425,4.328865109829176,5.863012177330615,149.74119574094485,68.76899015140539,65.49600302915887,38.0,36.0,1.0,42.864010164848914,Pest Damage
