crop_type,region,season,soil_type,irrigation_method,temperature_C,humidity_percent,rainfall_mm,leaf_wetness_hrs,soil_pH,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,days_since_last_rain,plant_age_days,pesticide_applied,fertilizer_kg_ha,disease_label,HTI,drought_stress,maturity_stage,maturity_stage_encoded
Wheat,North,Rabi,Sandy,Sprinkler,22.01307277826752,58.09690174544682,38.583096677464425,23.01125555100819,5.807172750433993,136.86372486206227,81.43068255264495,65.47762305508704,32.0,101.0,1.0,33.76485890836314,Healthy,12.788913263143781,0,Reproductive,2
Cotton,South,Rabi,Loamy,Drip,42.45129797776252,56.93953487558431,4.275890028067539,1.7058627396901045,7.287686246898939,87.98951665304364,66.69469759473469,80.98657198965579,4.0,73.0,1.0,-5.0,Pest Damage,24.171571617186306,0,Reproductive,2
Cotton,North,Kharif,Sandy,Flood,26.149571156131984,71.24408064792092,3.66121230750226,0.0452242788199335,8.314287229792685,100.08102582633413,61.94110780712252,82.9527338088554,20.0,106.0,1.0,39.29167088582424,Healthy,18.63002156356014,0,Reproductive,2
Rice,East,Rabi,Loamy,Flood,24.096672200825964,71.1946519004617,115.31155294823344,23.03962548072042,4.754457074752354,149.9006316678629,38.92941715172094,59.54858126665009,29.0,31.0,1.0,46.76809431618241,Fungal,17.155541892973368,0,Vegetative,1
Maize,North,Zaid,Sandy,Drip,26.394385808331897,60.099807944847285,4.550198430618505,12.84759844672283,8.457105744488004,105.1082190219812,21.882342178697947,96.49992087189251,32.0,26.0,1.0,22.682546315920256,Healthy,15.862975179029497,1,Seedling,0
Maize,South,Kharif,Loamy,Drip,29.429398286594232,62.406129891922376,18.86802534555262,16.809612982286637,8.085392524886656,146.1565695875078,87.41691826527632,158.79380361502552,9.0,50.0,0.0,39.45569553502112,Pest Damage,18.365748521143175,0,Vegetative,1
Soybean,North,Kharif,Sandy,Drip,35.14910517249166,81.67953230385652,27.92732539252573,21.902331792927622,6.571435473896817,101.1121927191678,62.28112582682865,73.18579654744605,0.0,61.0,0.0,40.200495477572055,Bacterial,28.709624713881826,0,Vegetative,1
Maize,East,Kharif,Loamy,Drip,33.83830195324426,66.22208472499324,112.0521008699598,10.395710378481034,8.204524247322691,180.60256736555328,127.83486887773016,93.7605271402786,28.0,13.0,1.0,66.46270922719893,Bacterial,22.408428988976457,0,Seedling,0
Wheat,East,Rabi,Silty,Drip,22.538244112438164,61.96719948015418,26.246497035331515,10.575678766754551,6.823260178531747,49.72072385783713,48.323900194354025,38.50596051055303,6.0,61.0,0.0,86.40715431002644,Healthy,13.966318688478662,0,Vegetative,1
Maize,North,Rabi,Silty,Sprinkler,32.175633207508625,63.97896439288279,4.711687323048494,4.007557702140871,5.237162845414519,150.25896073253003,68.53929112938256,44.436806927292686,50.0,27.0,0.0,70.1841531859624,Bacterial,20.585636913016515,1,Seedling,0
Wheat,South,Kharif,Clay,Drip,34.30904946880368,68.30753086341238,58.58173049883458,21.739878734042783,5.442747798382647,127.52678237035867,80.43995623070293,62.73994995297328,32.0,95.0,1.0,80.92344567003444,Bacterial,23.435664554846493,0,Reproductive,2
Wheat,South,Zaid,Loamy,Drip,33.966962285198875,51.799341351890945,60.70838153247239,15.54415934476706,5.4293146076405465,74.08003640724993,46.94327900411849,51.897820612359126,0.0,60.0,0.0,78.68202438570287,Pest Damage,17.594662740978222,0,Vegetative,1
Soybean,Central,Kharif,Sandy,Drip,33.34541779969511,66.22345127145094,92.58608969916595,4.326461934997225,7.449379308833361,113.30882335145331,54.60734775064388,80.33243883310338,30.0,14.0,1.0,44.249350164685936,Pest Damage,22.082486507842823,0,Seedling,0
Cotton,South,Kharif,Loamy,Drip,22.03967914547942,60.70551972455458,48.92016178828028,13.435008349629255,7.542287192351358,120.11953230797243,56.11286462514517,82.3358669000027,47.0,64.0,1.0,78.66346669188843,Healthy,13.379301770887551,0,Vegetative,1
Maize,North,Kharif,Sandy,Sprinkler,37.0962543340646,68.91328364270488,2.250806289182737,7.87593452134683,7.780719812449665,130.57002871832324,51.86239004612569,87.12370534549848,32.0,89.0,1.0,49.6328416275436,Bacterial,25.56424697005314,1,Reproductive,2
Rice,Central,Kharif,Loamy,Drip,28.289781367546368,57.60921860304497,31.968010515288924,3.532367275356629,5.704270666715789,102.09388731570384,67.97771225950872,92.23139666878056,2.0,85.0,1.0,25.57054495440555,Healthy,16.297521990353275,0,Reproductive,2
Cotton,North,Kharif,Sandy,Rainfed,23.605075761685335,89.67287157052888,19.3829209311467,4.364866737475172,8.266857840454326,61.50593925318282,61.09677988709741,72.14693906212952,30.0,51.0,1.0,44.43864744071442,Fungal,21.16734927190213,0,Vegetative,1
Cotton,North,Zaid,Loamy,Flood,25.08755127416624,72.43802237948337,55.22538435799004,13.422171787444857,6.405125348857497,124.9702036121538,19.26884900506002,102.1111054198621,1.0,43.0,0.0,39.662763966267505,Healthy,18.172926006444907,0,Vegetative,1
Soybean,South,Kharif,Clay,Flood,25.005716116692895,89.29353780371777,35.75466258664125,13.545245422386202,8.195940626046987,124.34494154015766,62.20482235826514,47.16315159870425,17.0,50.0,1.0,68.99302880458744,Fungal,22.328488573749517,0,Vegetative,1
Wheat,South,Rabi,Sandy,Drip,22.737145441532505,87.23540845232985,51.66854455215801,18.95857874525582,6.833855999212493,183.20749411214217,67.47702229915097,116.37933497766151,39.0,78.0,0.0,42.10280043220197,Fungal,19.834841696321178,0,Reproductive,2
Rice,Central,Rabi,Loamy,Flood,37.53948437517617,89.56268890225863,7.959697942948056,5.951622820879887,5.751836755994371,144.84013777704365,59.18698352327165,93.9381145663288,17.0,12.0,1.0,60.03207328165733,Bacterial,33.62137160645102,0,Seedling,0
Soybean,South,Kharif,Loamy,Flood,33.418267353510885,75.78118847798292,22.984070325774184,21.980001173793067,6.492166994961363,48.37527079229194,92.93755981803125,96.6314566653053,23.0,41.0,1.0,57.39467538614892,Fungal,25.32476016924032,0,Vegetative,1
Cotton,North,Rabi,Loamy,Drip,28.667433906684135,70.86736897450507,27.92732539252573,12.44671035712836,6.593847102991776,104.14930775722192,66.95910065446188,64.02057959532522,31.0,53.0,1.0,50.31483094960517,Bacterial,20.31585616217222,0,Vegetative,1
Rice,Central,Rabi,Loamy,Sprinkler,28.291467361258743,66.26863957713074,158.47923837092046,4.900144532190867,4.076092622507753,153.14164302991435,60.47089548020974,94.7686520945684,23.0,69.0,1.0,52.301809533069026,Fungal,18.748370536714138,0,Vegetative,1
Soybean,East,Kharif,Loamy,Flood,29.429398286594232,66.26863957713074,0.7718048863215511,9.91873381448138,6.28420556232409,71.19689534818494,78.18905965961295,78.34817363940566,8.0,74.0,1.0,49.83558693956032,Healthy,19.50246188026142,0,Reproductive,2
Cotton,North,Kharif,Sandy,Drip,32.15026743482901,70.7692105647871,27.92732539252573,22.160622528977452,6.492166994961363,96.85301229547458,105.32961036876604,112.10022240191417,11.0,11.0,1.0,26.581559177630645,Bacterial,22.75249045809632,0,Seedling,0
Maize,West,Kharif,Clay,Drip,29.429398286594232,62.99513013403104,4.086254754142221,11.475757028804786,6.492166994961363,120.0542713053596,57.1333854553128,61.28408425426297,26.0,54.0,1.0,40.856090459040686,Healthy,18.539087748302336,1,Vegetative,1
Cotton,North,Kharif,Clay,Rainfed,26.973554046618283,70.98916281528385,3.351704941589621,20.993162651497084,7.180660153916728,104.15879282945234,81.07399762989928,70.16062274948327,58.0,108.0,1.0,65.82740397835212,Fungal,19.148300199222437,1,Reproductive,2
Wheat,South,Kharif,Loamy,Drip,28.699610800217904,77.43878538404567,15.910384462866071,3.835985643999336,5.719079165015457,120.11953230797243,96.77811329791146,40.77250724835421,38.0,17.0,1.0,26.912319760481513,Bacterial,22.224630013637135,0,Seedling,0
Soybean,East,Kharif,Clay,Flood,29.612436113819285,77.62586494126418,48.26129561187302,21.935001566623107,6.28093804874133,125.49429859223646,55.384928934979,64.88707649401209,4.0,67.0,1.0,55.118063186052865,Fungal,22.986909663531495,0,Vegetative,1
Soybean,West,Rabi,Loamy,Drip,24.47855946132484,56.093407439515126,45.38363174341689,12.025019153066173,6.7968478677406585,120.99938545138257,36.54963286281199,64.32508984063111,34.0,60.0,0.0,56.508570659180265,Healthy,13.73085809396492,0,Vegetative,1
Cotton,Central,Rabi,Loamy,Flood,27.767517100321037,86.81151315298015,39.54162508171068,22.467046644738343,5.83426196657931,92.49817151815527,68.7663124080077,77.61813633290053,25.0,65.0,0.0,28.05120729936794,Fungal,24.10540175980121,0,Vegetative,1
Cotton,North,Kharif,Loamy,Drip,32.85814126352134,50.982128281093146,59.586470613652914,20.78588446709595,6.46573933884936,86.92704375532195,86.94645613766089,102.80733953652516,9.0,76.0,1.0,71.05912502770224,Pest Damage,16.75177972975125,0,Reproductive,2
Rice,South,Kharif,Sandy,Drip,29.429398286594232,84.72632944799808,10.578316952123664,15.839191365190182,4.524926278850781,123.1206564840029,54.29346972959546,93.15508647136298,9.0,97.0,1.0,63.58389013174149,Bacterial,24.93444894686333,0,Reproductive,2
Wheat,South,Kharif,Loamy,Sprinkler,33.05056795148676,79.61598501709953,40.18788087180845,16.14831400687247,5.779979244030208,117.59418544119995,81.91256845260355,92.37307313466552,59.0,110.0,1.0,32.818897956523166,Bacterial,26.313535228322003,0,Reproductive,2
Soybean,North,Kharif,Loamy,Flood,26.19993457532987,65.94605961363987,40.648591605354554,5.0761917090455855,7.0710663644965415,83.48666595496593,42.81243837890808,104.31205382855472,51.0,33.0,1.0,33.9863293422749,Bacterial,17.27782447378168,0,Vegetative,1
Maize,West,Rabi,Loamy,Flood,27.5803611759549,53.71582083593858,42.49146658149434,14.467914694150128,6.299542455817764,127.02098347731108,55.05967834419962,110.89889989856994,2.0,32.0,1.0,50.44046342645285,Healthy,14.815017395180696,0,Vegetative,1
Cotton,North,Kharif,Silty,Drip,31.49218045775781,77.68643845954787,36.10080287115838,13.1878937254009,5.8136439285868065,121.7215040406417,58.15204135629821,94.56836684603807,12.0,31.0,0.0,9.501371397530916,Fungal,24.465153390885785,0,Vegetative,1
Cotton,South,Kharif,Silty,Drip,29.346646705950793,83.06725103067278,10.016627779316163,8.019528872170838,6.538416763590188,110.7529081865798,57.216007643881795,74.98288188805279,21.0,75.0,1.0,40.02693034231132,Bacterial,24.377452688316808,0,Reproductive,2
Wheat,West,Rabi,Sandy,Drip,24.102414549492035,73.85156237526003,98.27558383059592,12.134916581962944,5.247794777759377,155.775138938447,42.809661729334195,62.77186028780031,20.0,22.0,1.0,44.21456544547617,Healthy,17.80000971496186,0,Seedling,0
Wheat,North,Kharif,Loamy,Flood,29.429398286594232,54.5342874983473,149.19577290995684,22.299445248677507,5.527389161876413,119.62920332297668,53.29207375843637,93.3170056434212,33.0,18.0,0.0,47.74826036024392,Healthy,16.04911267064499,0,Seedling,0
Maize,West,Kharif,Loamy,Drip,23.776303226369055,65.61400572236123,46.74251634283693,0.1273359309949899,6.631788494292202,112.85871805612936,20.654618586843817,101.69423481963392,53.0,32.0,1.0,68.72131950850829,Healthy,15.60058495951575,0,Vegetative,1
Maize,Central,Kharif,Loamy,Sprinkler,32.68076658859279,75.15497362154409,23.485214858511053,10.010978227142491,6.110712759772572,153.93511624804228,73.85931805230663,49.465236093692454,52.0,34.0,0.0,44.66628619928481,Fungal,24.561221508975304,0,Vegetative,1
Rice,North,Kharif,Loamy,Flood,35.467026163065164,59.75058067452938,30.817614017128697,8.007329298500816,6.492166994961363,115.47236158524134,60.72254664132802,36.72367530697334,25.0,95.0,1.0,59.60771081100448,Pest Damage,21.19175408041869,0,Reproductive,2
Maize,North,Rabi,Silty,Drip,25.8129646440616,55.61718990425644,4.58822933005607,12.025019153066173,7.173685155310464,107.95548879014022,82.99611762767165,107.4695505512628,9.0,114.0,1.0,48.560592401724875,Healthy,14.356445566006315,0,Reproductive,2
Maize,South,Rabi,Sandy,Rainfed,29.429398286594232,66.26863957713074,18.06429282900547,23.373461550856632,6.868582306363539,84.89633223961991,58.20921498120725,115.16497147149028,43.0,56.0,0.0,46.214500650035774,Fungal,19.50246188026142,0,Vegetative,1
Maize,North,Zaid,Sandy,Drip,23.470256494485184,65.01788946982713,149.4126103398084,14.055852855265307,5.176725842572875,121.81908888566684,24.033041386971995,121.6522624353915,19.0,68.0,0.0,47.11472804341806,Healthy,15.2598654258693,0,Vegetative,1
Rice,South,Kharif,Clay,Drip,31.79268712650211,64.9497262564485,31.738352983865845,13.200167242575992,5.330468076994276,147.97307885707568,66.38008938875755,77.8931275578279,54.0,107.0,0.0,31.565472719170497,Pest Damage,20.649263258232263,0,Reproductive,2
Maize,South,Kharif,Loamy,Rainfed,30.689748767458923,47.927837581047,32.89631222175502,21.677099923452595,7.243642181057933,107.49114031689258,46.75557900131071,63.250350084621125,56.0,93.0,1.0,36.49388122277987,Healthy,14.708932943299088,0,Reproductive,2
Cotton,West,Rabi,Loamy,Flood,26.33494989536767,78.83763364228588,123.14705392922032,0.1570193703505102,6.888928154577888,80.12068089119316,81.38090458575621,55.477700033445565,16.0,61.0,0.0,51.99627386963984,Fungal,20.761851318389514,0,Vegetative,1
Wheat,West,Kharif,Sandy,Drip,32.309454921136386,53.58974132288185,86.98674047899664,13.494734470135558,6.705194923750363,150.3279385233556,55.76558516163601,82.94691297674451,23.0,50.0,1.0,49.95206951514402,Bacterial,17.31455331507011,0,Vegetative,1
Cotton,South,Kharif,Loamy,Sprinkler,35.557053699035905,74.88488511325738,33.63957396652972,0.5911777997182366,7.44262428275308,151.50857607424973,100.30400540893174,62.58930227763069,29.291666666666668,26.0,0.0,58.47855997940933,Bacterial,26.626858812182274,0,Seedling,0
Rice,North,Kharif,Sandy,Drip,27.93269184405828,83.31669766805294,12.53317203273794,23.23589451161001,8.214679544441799,137.54861574984133,42.11653433203666,83.92849615369273,42.0,49.0,0.0,24.55668662303158,Fungal,23.272596414262917,0,Vegetative,1
Wheat,North,Rabi,Loamy,Flood,27.82614837471185,66.26863957713074,4.974096358034767,7.683829376191274,7.850614306764902,122.88319516153624,64.92550520207436,120.16287490278704,15.0,37.0,0.0,66.60382001990773,Fungal,18.44000997463542,0,Vegetative,1
Rice,North,Kharif,Silty,Sprinkler,29.764230025503498,75.01687929791991,79.70162503542733,12.499231244124726,6.492166994961363,132.6031261203526,71.97233303111841,50.3471165129794,46.0,50.0,1.0,39.54760660764416,Fungal,22.328196512187198,0,Vegetative,1
Maize,North,Rabi,Sandy,Drip,26.17681757995165,61.25363388917724,27.92732539252573,10.021644110334408,7.341537169446269,73.49553337241802,53.39372742372312,66.89777409578983,36.0,88.0,1.0,99.38501648003506,Healthy,16.03425200426137,0,Reproductive,2
Maize,North,Kharif,Clay,Sprinkler,26.87873279818995,66.26863957713074,27.271274158094712,21.446978979364417,6.467570257627255,102.53550718433785,33.340037490329976,52.624537181985346,48.0,87.0,1.0,42.349608208243026,Healthy,17.81217056093253,0,Reproductive,2
Soybean,South,Zaid,Silty,Drip,31.220865831722715,86.8717589017943,3.9728655112431426,23.995630659801968,5.776510283678071,140.26754330439817,55.995476745454575,84.53209754998426,33.0,82.0,1.0,59.59838344455645,Fungal,27.12211529238683,1,Reproductive,2
Soybean,Central,Zaid,Sandy,Rainfed,24.145207544070463,66.26863957713074,37.278996579130784,1.6413114716694954,6.90308637502221,130.14979165853356,23.621050316188487,46.60253023296928,42.0,15.0,0.0,43.44961373245539,Healthy,16.000700562530238,0,Seedling,0
Wheat,North,Zaid,Loamy,Flood,29.429398286594232,65.12374027374176,18.320561236070652,17.56874726359964,7.884792819406771,147.07643139834244,46.030881809023526,84.50763030851601,7.0,31.0,1.0,20.36674883240828,Healthy,19.165524904286634,0,Vegetative,1
Soybean,North,Rabi,Silty,Sprinkler,31.708710269638633,67.56097512941595,6.8723916905654825,8.831966974758089,6.62287765667475,166.0155460436877,56.4376415810523,80.32164622268782,14.0,10.0,1.0,21.36687851681276,Bacterial,21.422713859129118,0,Seedling,0
Rice,North,Kharif,Loamy,Drip,41.390312798962874,47.24996485973217,100.60311741985548,3.3377500739619244,6.492166994961363,82.94589231233448,80.01681574949214,83.44916244956487,12.0,111.0,0.0,34.31799252127626,Pest Damage,19.556908252843183,0,Reproductive,2
Maize,North,Zaid,Loamy,Drip,31.597216508731293,69.71979817567157,10.948487072860653,9.730500711251704,6.492166994961363,134.50716507857044,65.59232173564853,85.8325952162814,24.0,105.0,1.0,31.47523912783925,Bacterial,22.02951557901744,0,Reproductive,2
Maize,North,Kharif,Silty,Drip,26.061038786517113,46.861575669134794,49.67550501843408,23.95551912458094,7.281523526500845,112.2489147744657,51.91914124687486,47.7519715742035,44.0,98.0,1.0,36.81311351777575,Healthy,12.212613411106286,0,Reproductive,2
Maize,South,Kharif,Loamy,Drip,20.92710266515328,65.37926970276824,22.441121538864984,8.581615184444905,6.29848662556128,106.60580237030364,50.68748816868749,96.90733372060345,48.0,36.0,0.0,52.00956678489167,Healthy,13.681986892425764,0,Vegetative,1
Soybean,Central,Kharif,Loamy,Drip,35.54640461303353,60.01343854770685,70.39203336259261,6.657587723149375,8.000868846256381,194.1555714239339,48.981805216463954,119.68594832939374,41.0,24.0,1.0,42.59539965793644,Pest Damage,21.33261968836211,0,Seedling,0
Maize,North,Kharif,Clay,Flood,28.4613056172657,55.7300093461446,27.92732539252573,20.30811299039788,5.503678084243876,72.8927874587593,78.39173457799205,35.07268677535719,27.0,106.0,0.0,43.26330931138835,Healthy,15.861488280536953,0,Reproductive,2
Cotton,Central,Rabi,Sandy,Drip,25.20595437122285,48.138007472151784,5.257231086790356,20.83051199576296,5.875736869359474,114.54111706609692,30.308251607115636,59.090176687917065,38.0,53.0,0.0,69.54155068195752,Healthy,12.133644198646426,1,Vegetative,1
Maize,North,Kharif,Sandy,Drip,32.063634633598525,50.909433083506975,23.885252512966115,8.132859715967168,6.965377970455258,112.91190921048732,43.0625780532742,71.58862306938649,51.0,40.0,0.0,82.52247541544969,Bacterial,16.32341461793201,0,Vegetative,1
Cotton,North,Zaid,Loamy,Flood,32.72198422431232,66.2264852485528,12.032775899399295,7.168155374698339,7.286965867481947,121.43009131239933,30.2112647226782,105.58859440360597,35.0,78.0,0.0,76.98099377776241,Bacterial,21.670620055347978,0,Reproductive,2
Rice,Central,Zaid,Loamy,Sprinkler,34.44175927923797,57.50336246963623,50.01246503129636,15.534755461138008,6.707233423218592,60.82763627211073,71.71272065688993,89.9414099590873,37.0,69.0,1.0,44.155967042585,Bacterial,19.80516967925978,0,Vegetative,1
Maize,West,Kharif,Clay,Rainfed,27.54662149085514,53.99620746057106,31.470967859192864,4.924283609294637,5.209629819360151,90.566661659495,90.28510322472874,80.32164622268782,9.0,117.0,1.0,42.0259290500381,Healthy,14.874130888580394,0,Reproductive,2
Cotton,South,Zaid,Loamy,Sprinkler,26.10779660396857,62.34454195832019,16.631602161563816,11.608449662944636,7.0585406652964755,121.46530030414236,71.47946406066795,89.37568973639446,15.0,106.0,1.0,44.52430729820175,Healthy,16.27678620815408,0,Reproductive,2
Maize,West,Zaid,Loamy,Drip,38.07804237712189,50.667280671371685,15.986885611438522,12.025019153066173,8.221527145128816,78.1405408091979,72.9238650927667,100.82184169199658,51.0,53.0,1.0,45.896345761511334,Pest Damage,19.293108605380198,0,Vegetative,1
Cotton,North,Rabi,Loamy,Drip,22.59747725151163,71.15369295040081,4.863525313067893,7.314114677588446,7.309152981077122,148.60364530031762,49.49620704000033,54.741312727683365,12.0,50.0,1.0,40.27153790704125,Healthy,16.078939578077257,0,Vegetative,1
Soybean,North,Zaid,Clay,Drip,35.15017329730746,82.13617445884482,9.622873485417232,7.139555944769872,7.988472062185197,137.38864166910358,69.75705788635737,44.53289712667512,29.0,88.0,0.0,90.66731660193028,Bacterial,28.871007662062745,1,Reproductive,2
Wheat,North,Rabi,Loamy,Sprinkler,29.413886082093946,73.18541364665228,49.99595761314322,16.6775991602267,5.658278962992375,72.3834700319735,44.98028403143398,74.18665773765989,58.0,65.0,0.0,69.19356365560242,Bacterial,21.526674198735535,0,Vegetative,1
Maize,East,Rabi,Sandy,Sprinkler,35.38708443603298,75.7163755024722,37.65454592028923,6.774552839874207,8.451244671976792,113.08930954497168,48.49956084588175,93.2450689246426,12.0,72.0,1.0,43.34442217731603,Bacterial,26.793817730963628,0,Reproductive,2
Maize,South,Kharif,Silty,Flood,27.072801289785215,83.32969033153833,17.57717346164713,21.563896881373623,6.924110489418789,131.26565701318663,59.247260007341616,86.40482566885692,24.0,38.0,1.0,49.71192306518954,Fungal,22.559681478850734,0,Vegetative,1
Wheat,Central,Kharif,Loamy,Drip,24.99047242969861,62.33863667997687,72.3437604825783,23.593106264861557,6.029616592631753,78.72690225768139,60.844151094213885,132.75831103625086,40.0,109.0,0.0,63.256920515041315,Healthy,15.578719812559605,0,Reproductive,2
Rice,West,Kharif,Silty,Drip,34.47362886297654,66.95720196777546,27.92732539252573,1.9454808301788225,6.03754487280551,72.67623346103233,95.8463164935421,13.71153913888888,54.0,23.0,1.0,31.098169825908787,Bacterial,23.082577303404538,0,Seedling,0
Maize,West,Kharif,Sandy,Drip,36.465560415422026,43.04785777249611,63.27955518423683,9.543543164342474,7.588084673278545,91.2735593640798,77.33019477067552,65.08843097087902,16.0,93.0,1.0,71.16214540529674,Pest Damage,15.697642583574515,0,Reproductive,2
Cotton,North,Zaid,Loamy,Flood,35.516476008819325,59.33415956361954,60.780259799136275,12.025019153066173,8.207215007078048,200.62413839077504,62.31552050317171,63.97023342963995,5.0,102.0,0.0,48.66744470441398,Pest Damage,21.07340254644751,0,Reproductive,2
Soybean,East,Kharif,Sandy,Rainfed,25.25899905636149,64.19626407082019,75.35471418153519,8.4477630842628,6.275189776663789,152.83014241290704,94.18883819728627,37.359609770529936,20.0,16.0,0.0,43.62426850258275,Healthy,16.2153337358678,0,Seedling,0
Cotton,West,Rabi,Sandy,Sprinkler,22.82707730864836,52.703178410456474,75.82396759931791,6.368517265678865,7.9889540819499585,101.7421565910906,108.06617069245402,107.35311612934538,20.0,12.0,0.0,1.089261952200374,Healthy,12.030595279869772,0,Seedling,0
Rice,South,Rabi,Loamy,Rainfed,35.14789227565148,59.684599351516816,45.46036744674832,9.183956668872597,7.407569623663837,80.06706603595131,60.39901756393783,90.9072470395329,27.0,83.0,0.0,41.66425382398654,Pest Damage,20.97787868522531,0,Reproductive,2
Cotton,South,Kharif,Loamy,Sprinkler,34.186358902754556,80.45901898158183,55.3596395800255,3.393950226455724,6.534214532275855,95.24038481530197,67.65855408644444,57.43240354810405,11.0,62.0,1.0,50.44046342645285,Bacterial,27.50600899867898,0,Vegetative,1
Cotton,North,Kharif,Sandy,Flood,37.147593888713445,55.78808865509187,60.00669731487094,6.715638613088104,6.369521454352634,165.6705426120123,35.22809027590322,82.35710080814705,7.0,96.0,1.0,41.26595483197017,Pest Damage,20.723932611868946,0,Reproductive,2
Rice,South,Zaid,Sandy,Drip,20.87133633878702,66.26863957713074,7.412692795256319,17.947629070953216,8.095039908280338,181.0129980069368,63.30473908280284,99.99392245769702,36.0,109.0,1.0,79.48963046636075,Healthy,13.831150653281487,1,Reproductive,2
Cotton,Central,Kharif,Loamy,Sprinkler,33.965096082905134,80.84592977596421,14.280990395289406,8.25711661564224,6.812469710065611,95.64375093238922,46.4373139602508,78.17156723345585,18.0,34.0,1.0,50.900193476733314,Bacterial,27.459397727524255,0,Vegetative,1
Maize,North,Kharif,Loamy,Drip,27.489636195164948,73.11966310147977,4.403298673505184,4.988037535796351,8.594910536399569,129.3327294007499,22.276058684961903,80.32164622268782,46.0,41.0,0.0,24.74702384604212,Bacterial,20.100329373727053,1,Vegetative,1
Wheat,West,Rabi,Sandy,Flood,41.79434795269623,60.26342155157961,8.397809461129196,2.6026569255561967,5.2326550173867545,112.1328193187444,79.7926346249188,75.71755474204171,17.0,118.0,1.0,50.44046342645285,Bacterial,25.18670409146731,0,Reproductive,2
Rice,North,Rabi,Loamy,Drip,24.529175808311585,88.02378050411465,60.25490656975211,8.352099534796462,5.762240067246953,158.10952080012788,62.12711743270083,53.75587734214411,19.0,64.0,0.0,32.43129202740539,Fungal,21.59150787297658,0,Vegetative,1
Rice,South,Rabi,Clay,Drip,24.63382091389293,66.26863957713074,117.58196789161708,15.441818126888457,7.090171364023629,87.18185529897181,42.61762085296163,109.70675045364374,11.0,25.0,0.0,74.93138495335818,Healthy,16.32449799550356,0,Seedling,0
Rice,West,Kharif,Clay,Rainfed,33.72513526754519,70.01125695158233,44.78961288494196,6.079316905600104,6.16674652670021,149.36986567438828,23.450593575009947,89.49417597291048,4.0,85.0,1.0,58.153364733341526,Bacterial,23.611391109429775,0,Reproductive,2
Rice,South,Zaid,Loamy,Drip,29.79871036621177,51.560839056813904,27.92732539252573,12.025019153066173,5.89750724510995,79.79577975091058,47.82334875418195,101.5059194986033,22.0,28.0,0.0,97.93898069591248,Healthy,15.364465092928572,0,Seedling,0
Wheat,North,Rabi,Loamy,Drip,29.50275198725757,88.01057014373976,15.307657240833008,12.025019153066173,6.360203746212946,148.43266169815098,46.51714387994704,95.1516139111122,42.0,81.0,0.0,41.68302093875262,Fungal,25.9655402320789,0,Reproductive,2
Wheat,South,Rabi,Loamy,Drip,30.187636962589025,51.00042395488786,74.77904624714868,13.25670844400463,6.769128612412362,94.4781192492232,57.78938596141335,49.536393155784125,19.0,51.0,0.0,52.44093781712443,Pest Damage,15.395822832882834,0,Vegetative,1
Soybean,South,Kharif,Clay,Drip,32.81606788708542,88.50256512414222,27.92732539252573,12.766526780739923,7.499162871860573,110.56655350620632,25.137273968936924,80.92254145411357,8.0,11.0,1.0,23.71959578178583,Fungal,29.043061852950494,0,Seedling,0
Cotton,West,Zaid,Loamy,Drip,35.19061386547045,55.78046521670396,89.83561198667607,9.838639501658154,6.969897604400976,100.63728242120187,68.5898678375737,80.80160051717961,22.0,15.0,1.0,68.74754375479637,Pest Damage,19.629488126773346,0,Seedling,0
Maize,North,Rabi,Sandy,Flood,25.65871406842323,53.63558176775022,63.98858116004582,13.364159448174131,6.302530075457942,178.83408741142034,72.82809208172196,72.1648929434037,37.0,109.0,0.0,80.78689426743904,Healthy,13.76220056472237,0,Reproductive,2
Maize,North,Kharif,Sandy,Drip,22.655721579914943,75.13404889198428,164.41209360709018,23.629614585532263,4.239980014275656,149.8197821309292,33.95907457224417,71.87634710492644,8.0,35.0,1.0,13.885607938254758,Bacterial,17.022160928685125,0,Vegetative,1
Cotton,North,Kharif,Sandy,Sprinkler,31.413590850003462,66.26863957713074,27.92732539252573,6.09136573101431,7.531521143125145,107.65945844247284,26.105064537782138,99.40247372767588,39.0,119.0,1.0,31.021480333297863,Pest Damage,20.817359298623316,0,Reproductive,2
Maize,East,Kharif,Loamy,Flood,23.52267584823621,61.14212653811575,20.313846577460204,22.60626947638345,5.841844214315675,95.25744212778405,80.28962935423365,52.68993466512727,51.0,102.0,0.0,50.44046342645285,Healthy,14.382264232279375,0,Reproductive,2
Maize,West,Zaid,Sandy,Flood,24.35713807791,58.90234758346344,4.664938435035833,3.5777036250479455,5.9779586836773335,159.40799949599048,57.02048611919676,55.45050415484875,28.0,77.0,0.0,59.29045002245279,Healthy,14.346926132034675,1,Reproductive,2
Rice,West,Kharif,Loamy,Flood,26.75831517317543,87.15846451118676,82.94572735333054,2.666528725117341,7.175265194225235,18.05014407073881,72.79282694000452,74.62477780355165,36.0,51.0,1.0,36.92913388820882,Fungal,23.32213663400361,0,Vegetative,1
Cotton,South,Zaid,Sandy,Drip,29.429398286594232,65.90248524707344,33.86974475674488,15.712067897835936,6.30798763090743,134.37533560491397,62.209604193322235,71.51940094748453,29.0,59.0,0.0,6.160710949576284,Healthy,19.39470486412525,0,Vegetative,1
